Class,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,lbp0,lbp1,lbp2,lbp3,lbp4,lbp5,lbp6,lbp7,lbp8,lbp9
AU,15544,142,32,58,22,26,28,4,11,9,3029,4934,3708,2108,1119,561,280,86,40,11,5106,5194,2913,1498,667,256,121,83,28,10,0.3551401868984191,0.06345302508295853,0.03246433841453692,0.07673389079799636,0.12198721101219935,0.00934579439206366,0.08460403344394471,0.18986719133350383,0.05902606984461259,0.007378258730576574
AU,8480,5927,1085,224,96,28,18,11,6,1,8387,5162,1634,457,144,47,23,9,8,5,4935,5179,2963,1544,721,329,141,42,16,6,0.39886480906094607,0.1088751289933501,0.03921568627248629,0.0675954592328382,0.08771929824108775,0.009803921568121573,0.0701754385928702,0.15634674921793876,0.05108359132863346,0.01031991744012797
AU,12380,2472,483,184,114,116,60,41,20,6,7422,4783,1946,855,455,211,102,63,28,11,5967,5379,2176,994,598,366,195,115,65,21,0.33380149811171345,0.07162921347979265,0.023876404493264215,0.07022471909783592,0.1034644194708116,0.0046816479398557286,0.11142322096856634,0.23033707864090183,0.042134831458701553,0.008426966291740312
AU,9635,4256,1124,403,186,132,94,31,14,1,4942,5429,3149,1394,584,217,89,45,16,11,3512,5179,3623,2068,777,380,197,85,43,12,0.3335149863578466,0.08828337874178292,0.02016348773732079,0.09373297002213989,0.07574931879696188,0.005994550408392667,0.11280653950338929,0.20926430516570765,0.057765667571783884,0.0027247956401784852
AU,15860,0,0,0,0,1,9,1,0,5,10230,4057,1072,317,119,48,17,12,3,1,5603,5270,2652,1272,595,283,135,44,16,6,0.382044887761494,0.10423940149106037,0.03990024937456856,0.07082294263985921,0.07680798004604449,0.01346633416391689,0.07730673316322659,0.18553615959174383,0.03990024937456856,0.00997506234364214
AU,15723,3,0,0,0,9,80,14,5,42,11806,3386,479,115,53,25,6,1,3,2,6322,5259,2614,989,367,150,94,44,27,10,0.42366803276518095,0.052766393439919755,0.035348360653926825,0.07018442622591269,0.11680327868254081,0.0056352459013506535,0.10143442622431176,0.13370901638659277,0.05379098360380169,0.00665983606523259
AU,4952,6658,2946,927,258,77,37,11,9,1,6947,6196,1949,493,155,70,38,14,13,1,3724,5078,3566,1991,952,359,162,32,8,4,0.35529526596606664,0.09858467544662838,0.02977061981309075,0.07271839921558232,0.10444119081969541,0.016105417275934338,0.06442166910373735,0.19033674962467856,0.058565153730670325,0.009760858955111721
AU,12729,2513,361,113,70,32,30,19,5,4,13516,1688,344,110,66,46,41,34,22,9,4904,5635,2835,1354,562,284,166,79,40,17,0.32108535894171364,0.045788581116688036,0.029395138494663926,0.07461842848645459,0.10401356698111851,0.0011305822497947665,0.11701526285375832,0.2730356133254361,0.03278688524404823,0.0011305822497947665
AU,3891,6510,3590,1315,394,130,30,9,5,2,3615,5911,3767,1624,617,223,83,25,9,2,3559,4728,3404,2121,1096,564,237,98,49,20,0.3193277310766521,0.06129510627477533,0.020761245673714224,0.07711319821665283,0.1428571428500812,0.010380622836857112,0.08007909045575486,0.21255561046897894,0.0706870983652651,0.00494315373183672
AU,15826,0,0,0,0,0,24,10,0,16,9584,4946,1104,180,40,10,7,4,0,1,5962,5252,2760,1074,429,188,104,59,33,15,0.41304347823998766,0.060161779572287064,0.0318503538912108,0.0702730030298143,0.12032355914457413,0.004550050555887257,0.09453993932787967,0.1445904954426395,0.053083923152018,0.007583417593145429
AU,4282,6517,3271,1199,400,147,41,13,5,1,4632,6529,3113,1032,350,109,43,25,30,13,4109,5175,3217,1850,828,380,188,97,26,6,0.31297324581963787,0.0903584048414761,0.01716304896430272,0.05350832912400261,0.11812216051902462,0.014134275617661066,0.06208985360615397,0.24129227661578534,0.08531044926374,0.005047955577736095
AU,15872,0,0,0,0,0,0,0,0,4,3794,5992,3614,1480,575,282,101,20,15,3,4669,5190,3246,1593,692,245,112,86,35,8,0.31869834709097633,0.0408057851218592,0.028409090907623495,0.05991735536880592,0.14359504131489695,0.0061983471071178535,0.1033057851186309,0.2396694214752237,0.05681818181524699,0.0025826446279657725
AU,9456,4881,976,327,141,53,16,16,5,5,5458,5951,2673,1125,415,165,62,14,4,9,2923,4212,3846,2317,1428,640,329,132,41,8,0.3085629921107991,0.12795275589921493,0.025590551179842984,0.11269685038815468,0.03887795275399222,0.004921259842277497,0.0792322834606677,0.2534448818772911,0.04183070865935872,0.006889763779188496
AU,7539,4999,2243,704,271,74,23,18,3,2,12368,2598,561,154,94,73,17,5,4,2,2723,5301,3536,2036,1166,590,281,159,67,17,0.31417188387511824,0.04211724530209919,0.03984063744793166,0.08537279453128213,0.14058053499484457,0.0011383039270837618,0.14342629481255398,0.19578827545840705,0.03471826977605474,0.0028457598177094048
AU,15713,26,0,0,2,19,75,6,3,32,5052,5217,2939,1496,665,292,143,60,10,2,4648,4208,3495,1883,936,450,172,61,18,5,0.28807241745004936,0.0681576144798638,0.02928647497181648,0.08306709264733401,0.062300319485500515,0.007454739083735104,0.09211927582044092,0.31256656015375045,0.04685835995490637,0.010117145899354784
AU,15461,174,41,73,25,27,38,15,11,11,3955,5640,3552,1688,630,268,95,37,8,3,5229,4949,3007,1556,696,283,96,41,14,5,0.3689273689096235,0.09331409330960491,0.0375180375162329,0.07311207310855643,0.11976911976335888,0.009139009138569553,0.07551707551344315,0.17508417507575355,0.04040404040209697,0.007215007214660173
AU,15038,94,7,4,30,106,313,85,37,162,8724,4299,1396,652,406,204,112,56,20,7,9372,3622,1658,638,302,133,77,45,20,9,0.3772798332268223,0.14226159457309737,0.030224075037507864,0.07139134965756168,0.08441896820821163,0.015112037518753932,0.06982803543148368,0.15789473683387728,0.03856175090992382,0.013027618550649942
AU,10413,4148,795,328,117,42,17,11,3,2,4633,6052,3156,1243,463,201,81,24,14,9,3639,5584,3693,1838,717,257,99,33,6,10,0.2938461538310848,0.1328205128137015,0.05948717948412886,0.114871794865904,0.06256410256089415,0.0035897435895595,0.12461538460899407,0.1753846153756213,0.024102564101328074,0.008717948717501643
AU,4735,6353,3155,1045,357,134,58,26,12,1,7795,5501,1813,473,155,73,38,14,13,1,4502,5299,3253,1607,760,287,130,30,5,3,0.39237199579977156,0.11180773249154609,0.03605015673792841,0.07419017763457732,0.09090909090434121,0.01358411703168317,0.06269592476161463,0.15569487982467634,0.04911180772993146,0.01358411703168317
AU,15490,48,0,2,32,116,102,21,17,48,5652,4334,2861,1717,717,326,181,54,21,13,8660,3735,1958,775,349,187,95,60,36,21,0.33147804574326045,0.1403834260890301,0.0352504638197124,0.08348794062563464,0.07792207791725898,0.009894867037112252,0.08905380333401028,0.1886209028949523,0.03277674706043434,0.011131725416751285
AU,11486,3617,465,135,49,52,27,28,12,5,10212,3626,1107,469,222,83,72,59,18,8,4337,5520,2967,1482,719,400,216,141,74,20,0.29446349827072693,0.08084272415086513,0.036256736891903146,0.11856932875460219,0.08329250367058831,0.004409603135501734,0.09995100440470597,0.23027927485397945,0.04115629593134952,0.010779029886782017
AU,15461,174,41,73,25,27,38,15,11,11,6622,5420,2339,858,371,160,59,33,9,5,5228,4891,2839,1430,772,372,199,102,32,11,0.3843469591034722,0.10817547357386961,0.034396809569571446,0.061316051841409966,0.08624127616718637,0.00797607178424845,0.06031904286837891,0.2033898304983355,0.044865403786397536,0.008973080757279508
AU,11876,3225,567,144,32,9,10,5,1,7,4222,5650,3300,1583,659,228,128,62,35,9,3875,5302,3802,1669,641,292,136,94,50,15,0.29957406529580816,0.0979649786986292,0.01372456223314129,0.08376715569882788,0.07808802649890734,0.006152389966580578,0.08140085186552765,0.26739233316292516,0.06294368196578591,0.008991954566540845
AU,15548,138,32,58,22,26,28,4,11,9,3625,5574,3695,1886,702,274,84,29,5,2,4088,4699,3108,2074,1029,544,222,68,27,17,0.3718670076536129,0.07826086956121428,0.03273657288835107,0.07570332480431184,0.1263427109909799,0.0076726342707072815,0.07570332480431184,0.17851662403178942,0.047570332478385144,0.00562659846518534
AU,2987,5526,4103,2053,778,287,105,25,9,3,2748,5175,4029,2323,992,415,130,44,16,4,3770,5070,3268,2030,1022,430,192,64,25,5,0.3179245282868904,0.09481132075024476,0.02735849056474724,0.06556603773275632,0.09999999999528303,0.017452830187856,0.05943396226134746,0.2429245282904281,0.06745283018549751,0.007075471697779459
AU,3910,6573,3711,1222,332,93,22,8,3,2,2571,4818,4084,2409,1182,512,178,77,36,9,3769,4926,3339,2168,998,433,163,42,25,13,0.324457593672364,0.05621301774870744,0.02465483234592432,0.06804733727475111,0.1548323471324047,0.004930966469184863,0.09615384614910484,0.2135108481157046,0.05226824457335955,0.004930966469184863
AU,15651,47,25,17,24,25,46,25,2,14,12877,2530,324,87,24,13,10,5,2,4,5322,5016,2604,1473,722,374,202,114,40,9,0.3526540573305275,0.08602806588858888,0.020134228186691017,0.04514948138833743,0.10311165344093277,0.01037217815678022,0.057352043925725925,0.2220866381804706,0.09945088467971623,0.0036607687612165486
AU,13974,1561,147,53,40,39,28,20,7,7,7955,5072,1423,655,352,209,119,68,19,4,6823,6068,1889,608,235,119,75,25,12,22,0.35318559555156115,0.07663896583210347,0.036472760847808275,0.08956602030980768,0.10849492150930311,0.006001846721791235,0.10387811633869447,0.19067405354613695,0.030009233608956177,0.005078485687669507
AU,15002,54,0,2,32,123,373,91,18,181,7996,3828,2050,1063,424,265,135,80,27,8,12486,1825,670,429,242,122,63,27,10,2,0.4001396647765265,0.2283519552913162,0.023743016758118504,0.06354748602908188,0.05865921787299865,0.011871508379059252,0.0467877094939394,0.11871508379059252,0.03212290502568974,0.01606145251284487
AU,11332,2863,1009,369,136,77,38,32,15,5,9827,4582,988,238,92,73,20,22,26,8,5833,5846,2825,960,251,65,40,33,17,6,0.3264462809748736,0.09814049586269935,0.04338842974982498,0.10692148759778297,0.058367768592026456,0.007747933883897318,0.10692148759778297,0.20144628098133024,0.03822314049389343,0.012396694214235707
AU,15872,0,0,0,0,0,0,0,0,4,3393,5659,3719,1743,782,371,139,45,16,9,4660,5083,3106,1613,781,340,155,95,35,8,0.34335981836870827,0.04710556185884758,0.023269012484490974,0.06753688989401038,0.12088535754137994,0.010215664017581403,0.08172531214065122,0.2281498297259847,0.07548240635212926,0.002270147559462534
AU,9005,5634,944,169,63,25,18,11,6,1,7185,6064,1915,492,136,40,22,9,8,5,3913,4889,3416,1966,1001,454,186,35,12,4,0.36920039484850936,0.09723593286785608,0.03603158933681976,0.0799605133228055,0.11994076998420825,0.010858835142603216,0.07354392892035815,0.14412635734727905,0.06021717669989056,0.008884501480311722
AU,8961,3946,1404,772,358,185,144,67,27,12,4434,5426,3164,1638,676,314,121,71,21,11,3936,4508,3576,2044,1000,450,212,84,45,21,0.33855291574845825,0.12958963282237637,0.03293736500902066,0.1085313174887402,0.039416846650139475,0.008639308854825091,0.08909287256538376,0.20464362849866935,0.043736501077552024,0.004859611230839113
AU,15787,4,0,0,0,2,57,11,1,14,5683,6202,2588,906,299,92,49,36,17,4,7207,5201,2323,740,242,93,42,16,7,5,0.43523859462846154,0.06135291032714457,0.02884111169224745,0.05925537493134476,0.12899842684168858,0.006816990036349397,0.08075511273829286,0.12952281069063853,0.06030414262924467,0.008914525432149212
AU,15628,36,0,2,17,49,77,18,17,32,8735,4375,1480,631,301,187,77,47,35,8,8637,4398,1660,602,279,123,91,56,23,7,0.3636363636165685,0.10669569950426261,0.022863364179484844,0.04844855742795598,0.09308655415933116,0.01252041371733694,0.10234077299388455,0.18562874250486505,0.05117038649694228,0.013609145344931456
AU,15484,54,0,0,14,79,131,28,17,69,6500,4136,2714,1427,697,240,94,42,15,11,8554,3171,1831,1138,573,297,174,92,38,8,0.29238643632166433,0.10236724247585621,0.03262955853917917,0.06909788867120295,0.07165706973309935,0.010236724247585621,0.11388355725439005,0.24248240561468443,0.051183621237928106,0.01407549584043023
AU,15850,1,0,0,0,4,7,10,0,4,11339,3548,682,189,77,32,6,2,0,1,5415,5402,2834,1278,614,215,90,22,4,2,0.40740740738521747,0.11655773419844456,0.04411764705642061,0.08333333332879447,0.083877995638133,0.01361655773346315,0.073529411760701,0.12690631807587655,0.03703703703501977,0.01361655773346315
AU,15762,1,0,0,0,9,61,10,3,30,11946,3343,422,87,43,23,6,1,3,2,5612,5300,2928,1149,465,204,111,59,33,15,0.41074168795852983,0.057800511505994856,0.03580562659663398,0.07621483375569234,0.11560102301198971,0.004092071611043884,0.10741687978990194,0.13606138106720914,0.049616368283907086,0.006649616367946311
AU,8028,3834,2325,1004,342,156,120,53,11,3,4703,5547,3081,1425,634,276,146,53,8,3,3056,5138,3709,2074,1002,485,213,117,62,20,0.3400637619372973,0.05366631243072974,0.017003188096864866,0.07598299680786487,0.07332624866772974,0.0031880977681621628,0.09139213602064866,0.2704569606657568,0.0706695005275946,0.0042507970242162164
AU,12155,3210,332,96,44,19,10,2,2,6,2816,5234,3886,2180,1006,456,172,79,34,13,4480,5112,3277,1723,769,333,107,43,25,7,0.35220440879998977,0.05260521041820615,0.024048096191179955,0.06513026051777904,0.1472945891709772,0.008517034067709567,0.10470941883242939,0.18136272544181548,0.059118236469984056,0.005010020039829157
AU,15810,0,0,0,0,0,35,11,0,20,9361,5131,1139,181,41,11,7,4,0,1,6751,5218,2455,861,305,121,84,44,27,10,0.4262467191377298,0.05249343831745441,0.03359580052317082,0.06456692913046892,0.12335958004601787,0.006299212598094529,0.08766404199014886,0.14120734907395235,0.05669291338285076,0.007874015747618162
AU,9464,5555,675,81,50,25,13,5,7,1,1988,4356,4273,2687,1506,672,273,101,18,2,4275,5132,3224,1851,829,357,152,39,13,4,0.3368200836585202,0.1227336122648024,0.02301255229965045,0.05718270571428293,0.12970711296166618,0.018828451881532184,0.05997210599302844,0.21199442118465867,0.02789400278745509,0.011854951184668413
AU,15671,20,16,30,5,38,75,7,0,14,13969,1635,85,23,43,59,38,6,15,3,10743,4243,668,92,16,23,30,29,19,13,0.4149837133280141,0.10684039087251854,0.044299674264215,0.09511400650846162,0.07296416937635412,0.0013029315960063235,0.09446254071045847,0.10553745927651222,0.0495114006482403,0.014983713354072722
AU,3431,5958,4120,1636,487,174,48,13,4,5,4278,6384,3351,1183,428,141,63,32,12,4,5205,5708,2774,1275,527,201,104,55,20,7,0.37689133422442284,0.09628610728361169,0.015130674001710406,0.07290233837187741,0.12104539201368325,0.01581843191087906,0.07427785419021472,0.16987620356465774,0.04539202200513122,0.012379642365035788
AU,4643,6354,3299,1140,296,87,37,16,3,1,3691,6383,3779,1462,421,101,25,8,4,2,4818,6303,2997,1113,396,149,67,25,6,2,0.2940817571510627,0.10738255032901875,0.040878584500251454,0.13910921292622883,0.08663819401545832,0.02318486882103814,0.061012812686942475,0.2172056131655152,0.020134228186691017,0.01037217815678022
AU,2889,3810,4152,2729,1529,497,192,53,21,4,3013,5727,4245,1917,709,204,45,13,2,1,4956,5488,3583,1093,460,180,74,29,9,4,0.23931623930345533,0.08974358973879575,0.023504273503017932,0.08867521367047675,0.12553418802748215,0.018162393161422947,0.0721153846115323,0.30769230767587114,0.02457264957133693,0.01068376068318997
AU,2581,3973,3952,2979,1504,569,212,81,17,8,3648,6265,3866,1440,431,132,56,30,6,2,3479,5748,3543,1824,807,338,103,28,5,1,0.3584905660106799,0.10867924527481665,0.023396226413328586,0.09056603772901388,0.09735849055868992,0.018113207545802777,0.07924528301288715,0.1683018867797508,0.036226415091605554,0.019622641507953006
AU,15826,0,0,0,0,0,24,10,0,16,9736,4853,1060,173,35,8,6,4,0,1,5209,5395,3113,1258,472,212,109,60,33,15,0.41938775508064347,0.04999999999744898,0.03571428571246356,0.07857142856741982,0.1331632652993284,0.0030612244896397332,0.09540816326043836,0.1285714285648688,0.049489795915842356,0.006632653060886089
AU,4610,6385,3345,1049,339,97,31,12,5,3,5729,6448,2490,808,276,75,25,13,9,3,2983,5468,3609,2033,976,514,210,61,18,4,0.3503749147682089,0.15201090660177158,0.027948193590460243,0.089297886837812,0.0811179277381651,0.011588275391166443,0.06952965234699866,0.16768916154276148,0.02999318336537197,0.020449897749117252
AU,6375,6235,2209,648,285,79,30,8,6,1,10062,4755,734,205,75,20,16,4,1,4,4468,5328,3287,1701,624,263,146,40,13,6,0.3111764705699308,0.10588235293494809,0.05117647058522491,0.11058823528761245,0.09882352940595156,0.025882352939653977,0.07647058823079585,0.1711764705781661,0.03411764705681661,0.014705882352076123
AU,3369,4422,4215,2346,978,366,123,44,9,4,1761,4085,4242,2969,1689,731,264,85,42,8,5420,6601,2792,773,207,55,22,4,1,1,0.2849710982494236,0.10173410404036219,0.02890173410237562,0.11849710981974004,0.09017341039941194,0.020809248553710448,0.06011560693294129,0.26300578033161814,0.01907514450756791,0.012716763005045274
AU,7592,6057,1659,389,100,34,22,7,10,6,3642,6013,3657,1616,636,214,59,29,8,2,4444,5206,3356,1716,765,260,84,32,9,4,0.4340885684637441,0.053553038102288716,0.022657054581737536,0.056127703395667985,0.16426364571759713,0.002574665293379265,0.08959835220959843,0.11997940267147376,0.04891864057420604,0.00823892893881365
AU,4024,6445,3511,1360,378,107,32,11,6,2,5173,6462,2910,980,265,44,27,9,3,3,3530,4953,3600,1996,1032,488,176,76,18,7,0.4151982378625992,0.0864537444886314,0.03689427312572168,0.07874449338773433,0.12720264316480162,0.004405286343369752,0.09746696034705578,0.10352422906918919,0.03909691629740655,0.011013215858424382
AU,15622,13,1,0,11,30,120,16,11,52,13741,1824,201,60,16,8,10,8,3,5,5166,5306,3092,1307,522,247,128,60,33,15,0.41213389119183397,0.05805439330240301,0.04184100418191208,0.07688284518426344,0.13912133890485767,0.003661087865917307,0.1046025104547802,0.11506276150025822,0.042887029286459884,0.005753138075012911
AU,9464,5507,761,112,20,3,4,2,1,2,4603,6135,3174,1254,453,171,63,11,9,3,3176,5260,3545,1980,1050,491,243,87,37,7,0.3644354293195108,0.12981744421028954,0.01960784313592915,0.07640297497793083,0.08384043271914533,0.01487491548242901,0.060175794451644636,0.17444219065757657,0.05814739688585886,0.01825557809207197
AU,15645,3,0,0,1,22,133,17,5,50,6747,6339,2029,504,157,46,29,15,7,3,4714,5005,3208,1621,808,323,137,46,7,7,0.4466124661004546,0.05311653116243271,0.026016260161191528,0.07046070460322706,0.119783197825486,0.004336043360198588,0.09105691056417035,0.128997289965908,0.05149051490235824,0.008130081300372353
AU,15697,9,40,10,38,13,30,26,8,5,15137,370,81,118,107,40,11,8,3,1,13519,2001,104,0,42,68,51,27,39,25,0.3162291169262393,0.04832935560570827,0.036992840093258185,0.07696897374242428,0.16527446299729864,0.008949880667723753,0.12231503579222464,0.18973747015574358,0.029236276847897594,0.005966587111815836
AU,3088,5492,4162,2053,680,267,91,31,9,3,4371,6446,3386,1127,358,120,40,18,9,1,6016,5696,2389,1033,447,190,59,26,12,8,0.3697643978815599,0.0556282722476683,0.0202879581138555,0.0660994764354647,0.18782722511859767,0.013089005234745483,0.0785340314084729,0.1570680628169458,0.03730366491902463,0.014397905758220031
AU,4611,6048,3461,1179,388,117,53,10,6,3,5116,6651,2879,882,246,77,12,3,5,5,3733,6172,3065,1654,633,360,180,59,13,7,0.32880258897548204,0.14822006471532556,0.03495145630841738,0.10550161811614876,0.0673139158532483,0.018770226536001928,0.06666666666235167,0.17734627830567337,0.033009708735727526,0.019417475726898545
AU,15713,11,1,0,11,14,72,15,6,33,13911,1748,148,31,9,6,7,8,3,5,4558,5337,3371,1488,601,269,139,65,33,15,0.40440386678816304,0.047261009664486514,0.042964554240442286,0.07465091299276848,0.1460794844175038,0.002685284640027643,0.11224489795315548,0.12298603651326605,0.04189044038443123,0.004833512352049757
AU,15387,89,26,16,9,61,157,36,22,73,12912,2496,333,70,20,19,11,7,4,4,4298,5160,3391,1669,741,321,161,81,38,16,0.3545454545264949,0.044385026735594385,0.05240641710949698,0.08449197860510738,0.15133689838762904,0.0016042780747805199,0.12085561496679915,0.14331550801372644,0.04278074866081386,0.004278074866081386
AU,15826,0,0,0,0,0,24,10,0,16,10149,4369,1055,214,55,20,9,4,0,1,4608,5389,3413,1416,559,251,127,65,33,15,0.410471204166991,0.051308900520873876,0.039790575914147086,0.0774869109907075,0.1282722513021847,0.002094240837586689,0.11937172774244127,0.12565445025520133,0.03926701570475041,0.006282722512760066
AU,8838,6065,812,91,25,17,14,7,2,5,2030,4318,4203,2702,1463,698,327,95,35,5,3516,5627,3922,1669,705,264,102,52,15,4,0.25530694203928245,0.08548479632326536,0.02352266207552939,0.06597819850453367,0.12335054503021511,0.020654044749245322,0.10097532988519935,0.28686173262840725,0.027538726332327096,0.010327022374622661
AU,15826,0,0,0,0,0,24,10,0,16,10169,4533,959,166,30,8,6,4,0,1,4810,5293,3320,1448,548,235,114,60,33,15,0.41328600403583743,0.0532454361027766,0.03397565922748602,0.0699797160207921,0.14300202839031428,0.002028397565820061,0.10243407707391307,0.1303245436039389,0.04563894523095137,0.006085192697460183
AU,15773,7,0,0,0,2,57,8,7,22,7156,6117,1948,461,123,39,19,7,4,2,5507,5195,3031,1338,512,181,67,32,9,4,0.44695378148913056,0.06197478991271141,0.024159663864277328,0.06039915966069332,0.11922268906936855,0.00472689075605426,0.07668067226488022,0.13602941175756147,0.05882352940867523,0.011029411764126607
AU,15872,0,0,0,0,0,0,0,0,4,15160,546,109,46,7,4,0,1,2,1,6382,6600,1821,572,248,139,45,42,22,5,0.24567099565770179,0.09523809523294166,0.0200216450205616,0.06764069263703243,0.08982683982197906,0.01785714285617656,0.08495670995211273,0.33279220777419954,0.035173160171256865,0.010822510821925188
AU,15865,1,0,0,0,0,0,0,0,10,5326,6184,2832,1057,322,103,35,11,3,3,6377,5398,2631,893,346,132,57,22,12,8,0.4207566461952578,0.06390593046708047,0.02709611451804212,0.06697341512950034,0.1283231083778976,0.006134969324839725,0.08537832310401951,0.1354805725902106,0.05674846625476746,0.009202453987259588
AU,15696,17,19,19,17,24,63,10,1,10,12712,2682,258,62,47,57,39,6,10,3,10139,4450,1052,157,19,7,20,14,13,5,0.4547270305955574,0.07589880159281633,0.049933422100537056,0.08388814912890225,0.11517976031190547,0.0033288948067024702,0.08189081224488076,0.06924101197941138,0.053262316907239524,0.012649800265469387
AU,2933,3932,4063,2814,1387,440,225,59,22,1,2750,5378,4355,2241,842,229,57,21,2,1,4469,5926,3041,1356,667,268,98,35,12,4,0.2797118847371121,0.12725090035250594,0.02941176470411694,0.1158463385284606,0.11644657862446299,0.016206482592064437,0.05582232892822195,0.23349339734492836,0.016206482592064437,0.009603841536038184
AU,3235,4756,4184,2430,841,315,86,25,2,2,3573,6254,4003,1499,393,111,28,10,3,2,3828,5745,3309,1672,762,342,149,50,15,4,0.3207036535642284,0.11772665763750158,0.03382949932112114,0.12110960756961368,0.08051420838426832,0.017591339646982992,0.0683355886286647,0.19621109606250262,0.027740189443319335,0.016238159674138147
AU,15785,0,0,0,0,5,49,10,1,26,12030,3278,409,89,39,20,5,1,3,2,4928,5458,3246,1298,494,228,116,60,33,15,0.4260230849724017,0.0561385099655751,0.03882476390142577,0.08184679957597865,0.11909758656248176,0.003147953829845333,0.10598111227145954,0.11909758656248176,0.04302203567455288,0.006820566631331555
AU,4865,6811,3082,839,213,36,17,6,3,4,3236,5547,3786,1921,856,334,135,43,13,5,2644,4320,3475,2441,1439,875,421,184,63,14,0.3948626045164359,0.10991636797431802,0.026284348863423873,0.07287933093949346,0.07347670250457128,0.005376344085700337,0.0973715651076839,0.1571087216154654,0.0507765830316143,0.011947431301556306
AU,15643,21,17,51,8,31,62,10,19,14,13565,2045,71,43,34,53,45,11,3,6,11198,3899,498,148,7,0,14,58,33,21,0.4172535211022738,0.1197183098521292,0.04401408450445927,0.07394366196749157,0.09154929576927527,0.005281690140535112,0.09330985914945364,0.10680751173082115,0.031690140843210673,0.016431924881664794
AU,15701,20,5,41,12,40,18,23,4,12,15091,396,72,114,117,55,14,12,4,1,13647,1813,164,0,6,71,49,36,57,33,0.36071184117996496,0.03490759753354499,0.0260095824759747,0.07049965776382616,0.16427104721668234,0.012320328541251174,0.12320328541251174,0.15742642024932058,0.04243668719764294,0.008213552360834117
AU,15719,11,36,10,44,17,23,10,3,3,14637,813,123,69,90,66,50,16,8,4,13674,1771,214,34,34,48,33,18,30,20,0.4131736526636846,0.050898203589004626,0.01871257484889876,0.06886227544394743,0.11976047903295205,0.010479041915383305,0.08008982035328668,0.16317365268239717,0.06736526945603553,0.007485029939559503
AU,3234,5626,3907,2065,685,253,73,27,3,3,4304,6336,3392,1220,428,125,48,16,5,2,5584,6045,2383,1002,479,224,114,32,10,3,0.2914110429269073,0.05705521472042606,0.02699386502901878,0.059509202450336855,0.19754601225781926,0.011042944784598592,0.09509202453404343,0.21411042943471714,0.035582822083706576,0.01165644171707629
AU,15737,0,0,0,0,0,92,13,0,34,7237,6269,1774,381,127,40,23,15,7,3,4099,4896,3452,1843,939,420,162,51,7,7,0.4264864864634331,0.05351351351062089,0.021621621620452884,0.0562162162131775,0.13351351350629656,0.003243243243067933,0.10324324323766253,0.14270270269498903,0.05243243242959825,0.007027027026647188
AU,15866,0,0,0,0,0,0,0,0,10,4203,6390,3279,1341,445,145,44,17,6,6,4857,5313,3233,1537,605,213,73,32,9,4,0.4408995815668985,0.049686192466020594,0.02615062761369505,0.06328451882514202,0.13546025103894035,0.004184100418191208,0.08368200836382415,0.13127615062074915,0.0549163179887596,0.01046025104547802
AU,4890,6551,3198,901,264,48,12,5,3,4,3260,5688,3783,1827,775,328,144,49,15,7,3213,5204,3279,2120,1142,540,262,82,29,5,0.3581560283476267,0.09633569739383359,0.042553191486846734,0.0791962174894092,0.10401891252340313,0.004728132387427415,0.10047281323283257,0.1672576832052448,0.03841607564784775,0.008865248226426403
AU,3692,5646,3785,1766,633,238,89,20,4,3,2788,5309,4117,2229,927,357,113,27,6,3,2744,6534,3818,1845,546,218,99,44,20,8,0.2439999999878,0.086499999995675,0.020999999998949997,0.086499999995675,0.11299999999435,0.0219999999989,0.0699999999965,0.316499999984175,0.0279999999986,0.012499999999374999
AU,8807,5220,1294,336,109,47,27,19,12,5,3909,6091,3445,1467,641,216,66,24,9,8,5370,5390,3129,1247,463,173,62,22,12,8,0.4241486067892596,0.05572755417669104,0.02889576883235832,0.0696594427208638,0.1408668730577468,0.003095975232038391,0.09803921568121572,0.12177502579351006,0.05005159958462066,0.0077399380800959785
AU,15865,1,0,0,0,0,0,0,0,10,3494,5836,3589,1681,815,293,105,39,12,12,5746,5487,2939,1060,398,147,57,22,12,8,0.43357740583506393,0.054393305436485705,0.03085774058416016,0.07269874476607224,0.13179916317302304,0.004184100418191208,0.08734309622974147,0.12186192467981893,0.054393305436485705,0.008891213388656317
AU,15635,11,0,0,0,5,82,79,0,64,7431,4971,2123,856,308,121,37,19,6,4,8093,5028,1868,562,202,48,34,28,11,2,0.3676064123622108,0.08955223880101977,0.040906578217749776,0.11276948589758046,0.07131011608229353,0.00608070757290875,0.08457711442318534,0.17799889440696523,0.04035378662021261,0.008844665560594546
AU,10933,3278,1012,374,161,67,40,9,1,1,5046,5489,2892,1454,558,248,116,61,11,1,3928,4766,3450,1959,999,419,203,91,41,20,0.2915587778202196,0.11082340755511012,0.030036250645777512,0.11496633867866564,0.060072501291555024,0.004660797513999958,0.1144484722882212,0.22061108232933138,0.04246504401644407,0.010357327808888797
AU,15656,2,0,0,2,4,146,15,4,47,11209,3965,467,85,53,52,24,14,4,3,4893,5159,3107,1587,662,244,110,75,25,14,0.345544013103032,0.04866047019963584,0.055221432473744045,0.08365226899487958,0.1591033351471239,0.0032804811370541016,0.1437944231742048,0.12465828320805586,0.028430836521135545,0.00765445598645957
