Class,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,lbp0,lbp1,lbp2,lbp3,lbp4,lbp5,lbp6,lbp7,lbp8,lbp9
BRU,5022,3757,3508,2182,919,317,103,40,18,10,4687,6042,3106,1198,483,230,85,25,15,5,6140,6439,2016,734,323,129,51,26,10,8,0.2942332896268523,0.08125819134460956,0.03473132371987344,0.10878112712262246,0.1238532110010581,0.0190039318467232,0.07798165137103659,0.2116644822928136,0.03735255569873181,0.011140235910148084
BRU,5730,2744,3059,2381,1195,593,117,44,10,3,4498,5476,3368,1594,581,230,91,30,5,3,4435,4474,4174,1498,763,329,105,77,16,5,0.30102790012474095,0.09251101320906674,0.06020558002494819,0.09911894272400007,0.10499265784838527,0.022026431716444462,0.09985315711454822,0.12628487517428158,0.048458149776177815,0.045521292213985216
BRU,3726,3322,4206,2906,1031,509,121,39,7,9,4249,6054,3303,1361,513,238,97,37,14,10,4081,6872,3280,997,383,165,54,29,6,9,0.30082520627900783,0.07801950487036613,0.05926481619960504,0.11177794447773608,0.11927981994604052,0.014253563389778427,0.0877719429791619,0.1395348837104625,0.054763690918622376,0.0345086271542004
BRU,5793,4736,3105,1393,511,181,91,47,15,4,4674,5877,3312,1238,449,201,81,31,10,3,4838,4449,3448,1149,967,517,324,112,66,6,0.20667870035168417,0.07490974728903838,0.03745487364451919,0.15658844764636334,0.09927797833487013,0.016696750901773614,0.07897111913001033,0.28564981948169454,0.0270758122731464,0.016696750901773614
CYS,15169,61,10,8,9,31,341,79,14,154,15231,210,161,108,75,56,24,7,2,2,5088,6133,2928,1008,402,162,87,45,14,9,0.31342400944332205,0.10881135422183255,0.010053222944408443,0.0703725606108591,0.12123004138845475,0.01892371377771001,0.05736250738868347,0.24186871672135607,0.0484920165553819,0.009461856888855005
CYS,15860,0,0,0,0,0,8,4,0,4,3259,5876,3940,1835,595,217,89,41,15,9,3149,5422,3470,2061,1069,486,157,49,9,4,0.2435129740356944,0.11709913505541589,0.02461743180142266,0.13838988688367332,0.06254158349550622,0.01397205588729394,0.09115103126472714,0.2787757817512458,0.02328675981215657,0.006653359946330448
CYS,4166,5328,4052,1562,539,155,52,18,2,2,5821,6575,2473,708,213,55,18,7,4,2,3658,6057,3238,1565,778,355,155,45,18,7,0.26081081079318846,0.12027027026214389,0.01824324324201059,0.08581081080501278,0.07027027026552228,0.016216216215120524,0.07770270269745251,0.3182432432217403,0.0216216216201607,0.01081081081008035
CYS,15196,67,16,7,16,28,317,95,12,122,4628,6913,3062,929,253,69,13,4,3,2,2133,3897,3686,2906,1748,857,397,188,55,9,0.32400207359647476,0.09538621046680217,0.043027475373611845,0.12389839294329194,0.08657335406497806,0.0051840331775435955,0.0808709175696801,0.18921721098034125,0.03784344219606825,0.013996889579367709
CYS,15658,10,0,0,5,7,128,15,3,50,3113,5662,4070,1901,699,270,103,37,15,6,2533,5281,3990,2389,1064,437,115,49,15,3,0.24643874642119382,0.12535612534719684,0.02421652421479939,0.11182336181539719,0.08333333332739791,0.02421652421479939,0.08119658119079796,0.2834757834555929,0.01353276353179966,0.006410256409799839
CYS,3026,3263,4083,2800,1528,681,343,104,40,8,4173,6159,3433,1408,488,152,45,16,0,2,4537,5987,3194,1264,547,242,75,23,6,1,0.26156812337650587,0.09511568122782033,0.02570694087238387,0.0996143958804875,0.0610539845719117,0.019280205654287903,0.08483290487886677,0.31362467864308324,0.022493573263335887,0.016709511567049515
CYS,15815,1,0,0,0,0,24,18,0,18,2529,5126,4201,2326,1071,404,148,53,14,4,2729,4569,3656,2601,1395,590,213,62,41,20,0.3062533404432788,0.09086050240027468,0.025654730089489323,0.10261892035795729,0.08017103152965414,0.0058792089788413035,0.08017103152965414,0.2442544093936796,0.051309460178978646,0.012827365044744661
CYS,15748,81,22,0,0,1,12,9,0,3,14175,1503,90,43,29,10,8,14,2,2,9371,4647,1400,236,40,76,27,17,59,3,0.2956107879272548,0.11316763616535337,0.045478582758039204,0.12321523003050157,0.07403490216424986,0.007932310946169628,0.09994711792173733,0.18191433103215682,0.04177683764982671,0.016922263351828542
CYS,14438,134,30,16,38,45,702,185,17,271,2995,5367,4042,2015,871,346,156,59,21,4,2502,4040,3741,2695,1596,729,340,166,58,9,0.317916002109627,0.09728867623087248,0.05103668261291671,0.12812333864284298,0.07974481658268236,0.0026581605527560784,0.09197235512536031,0.1998936735672571,0.024986709195907137,0.006379585326614589
CYS,3544,4215,3957,2501,1061,443,110,34,9,2,3190,5518,4016,1902,763,321,119,29,13,5,3259,5676,3988,1830,696,238,122,50,16,1,0.25791245789509004,0.11717171716382681,0.024242424240791753,0.12255892255066943,0.06936026935559864,0.01683501683388316,0.08686868686283712,0.265993265975354,0.028282828280923714,0.010774410773685225
CYS,4042,5095,4032,1793,637,193,54,24,3,3,5458,6776,2524,779,230,71,25,7,4,2,1891,4707,3915,2665,1535,756,285,86,28,8,0.25523295069174656,0.12694125589959881,0.020931802834508316,0.10668467251136497,0.1026333558337182,0.020256583388233856,0.07765023632156311,0.2694125590635103,0.01485482781803816,0.005401755570195695
CYS,15475,3,0,0,0,1,282,28,2,85,14609,992,113,63,40,30,14,10,3,2,2844,4715,3888,2212,1200,611,237,104,54,11,0.3311557788778314,0.12010050250652761,0.047236180902148935,0.09597989949266432,0.09547738692987551,0.0055276381906770025,0.08743718592525442,0.163316582906366,0.04371859296262721,0.010050251255776368
CYS,15733,1,0,0,0,0,78,34,2,28,4052,6344,3325,1358,504,189,69,19,12,4,2899,4808,3916,2372,1177,519,136,32,15,2,0.3138033763498608,0.1181727904608653,0.04319761668107261,0.10774577953784777,0.0779543197577977,0.005958291956010015,0.0834160873841402,0.18123138032863795,0.052631578944755134,0.01588877854936004
CYS,14837,37,9,6,15,30,608,102,13,219,3621,5810,3677,1784,642,206,73,37,20,6,2637,4103,3734,2500,1507,739,393,173,59,31,0.3422370617505711,0.08625486922168865,0.042292710069989276,0.09571508068471257,0.1157484696652338,0.005008347245130309,0.09738452976642267,0.1652754590893002,0.04284919309722598,0.007234279354077113
CYS,14373,92,26,16,28,46,863,116,18,298,3371,5825,3789,1821,678,221,98,45,22,6,2389,3904,3757,2744,1703,785,365,161,52,16,0.34557235419300364,0.09071274297566345,0.043196544274125455,0.118790496753845,0.095032397403076,0.005399568034265682,0.07883369330027895,0.1749460043102081,0.039416846650139475,0.008099352051398523
CYS,15739,85,29,0,0,1,11,7,2,2,15473,185,51,45,42,40,17,8,12,3,11021,4330,263,17,64,47,58,50,16,10,0.274294670832064,0.07784743991233817,0.03396029257920793,0.12695924764226962,0.07836990595201829,0.005224660396801219,0.0929989550630617,0.27011494251462304,0.03396029257920793,0.006269592476161463
CYS,15784,6,0,0,0,0,64,6,0,16,3812,5921,3453,1571,667,262,121,45,18,6,5479,5373,2945,1309,511,197,43,11,7,1,0.3434291580932531,0.11447638603108437,0.040041067759751484,0.10472279260242695,0.06724845995548005,0.003080082135365499,0.09240246406096496,0.16632443530973692,0.052361396301213475,0.01591375769938841
CYS,15735,76,51,2,0,0,0,0,0,12,15170,529,59,44,26,19,15,7,5,2,10796,4441,385,72,43,83,36,8,5,7,0.29159802304823734,0.08676551344938135,0.035694673254492326,0.11312465677577568,0.08511806699148171,0.006589785831598583,0.09500274573887958,0.2251510159129516,0.049423393736989375,0.011532125205297521
CYS,2813,5252,4169,2014,968,436,138,61,19,6,3854,6135,3550,1426,577,217,69,31,13,4,4565,5233,3286,1670,718,270,90,21,14,9,0.33544612382567307,0.1306679668390703,0.023403217941326028,0.1262798634750717,0.049731838125317805,0.005363237444887215,0.06630911750042374,0.18430034128794245,0.057532910772426483,0.020965382739104567
CYS,15870,2,0,0,0,0,0,0,0,4,3607,6334,3778,1520,451,139,31,13,1,2,3155,4605,3236,2338,1342,715,327,119,30,9,0.3032619775584474,0.11314984708903415,0.030071355757896465,0.1095820591177583,0.06116207950758603,0.007645259938448254,0.08205912333934459,0.21865443423962005,0.058613659528103275,0.01580020387279306
CYS,15438,42,7,1,3,7,218,60,6,94,5145,6862,2783,783,219,62,13,4,3,2,2630,4555,3697,2719,1382,558,196,93,38,8,0.32722513087292016,0.08534031413165757,0.03298429319199035,0.11675392669545791,0.06701570680277405,0.00471204188457005,0.09109947643502096,0.21570680627142896,0.04502617800811381,0.01413612565371015
CYS,15346,27,9,6,13,23,306,47,8,91,14437,1385,37,2,3,3,4,4,0,1,2554,4485,3844,2511,1406,695,257,86,29,9,0.3212719298069478,0.07730263157470928,0.04385964912040243,0.10581140350297086,0.10087719297692559,0.004934210526045273,0.10087719297692559,0.1820175438496701,0.052083333330477884,0.010964912280100608
CYS,15751,1,0,0,0,0,66,32,2,24,4275,6499,3263,1198,405,153,54,15,10,4,3345,4987,3510,2267,1114,439,143,36,21,14,0.3254764292715408,0.11033099297340365,0.03009027081092827,0.1148445335950429,0.05065195586506259,0.006519558675701125,0.08074222667599086,0.20561685054134318,0.057673019054279184,0.018054162486556963
CYS,15737,87,25,0,0,1,12,10,2,2,15415,268,60,38,27,32,19,7,7,3,10480,4753,382,50,50,74,41,34,5,7,0.26842388379406,0.08499193114120537,0.04088219472614942,0.11511565357099969,0.0860677783708409,0.0043033889185420445,0.10704679934873336,0.24529316835689655,0.04088219472614942,0.0069930069926308226
CYS,15805,2,0,0,0,0,37,21,0,11,4100,5925,3466,1489,577,204,70,26,15,4,3042,5020,3900,2115,1082,474,161,52,25,5,0.34596456691210803,0.10137795275091643,0.03887795275399222,0.11663385826197667,0.06496062991806296,0.003937007873821998,0.0861220472398562,0.17765748030621764,0.04625984251740847,0.018208661416426738
CYS,15549,24,1,3,5,15,171,36,5,67,4748,6300,3086,1155,401,120,38,18,8,2,2873,5222,4116,2316,827,344,116,49,9,4,0.2836694859932551,0.11385816524958632,0.015614834091371838,0.08848405985110708,0.09499024072251201,0.020169160701355292,0.08588158750254511,0.2589459986819163,0.027325959659900718,0.011060507481388385
CYS,15773,14,2,0,2,7,39,14,3,22,9237,5513,924,148,36,3,5,5,3,2,3859,5061,3158,1911,1015,472,246,97,42,15,0.33002610964334067,0.13629242819131632,0.03133159268765892,0.12950391644232356,0.04699738903148838,0.006266318537531785,0.06318537858677883,0.17911227153111683,0.05900783289509097,0.01827676240113437
CYS,15434,10,0,0,5,7,262,53,5,100,2720,4957,4154,2259,1066,440,203,60,15,2,2199,4566,3979,2723,1444,641,213,87,20,4,0.2616361071747788,0.10084626233421394,0.01692524682532262,0.08321579689116955,0.122708039483589,0.02186177714937505,0.06770098730129048,0.2968970380608676,0.014809590972157291,0.01339915373671374
CYS,14894,103,21,10,25,24,487,119,10,183,3168,5841,4009,1759,663,247,116,49,20,4,2615,4619,3809,2608,1346,544,193,94,40,8,0.31279129982844167,0.07509062661444378,0.044536509578221826,0.1196271361926656,0.08130502329977705,0.003107198342666639,0.10201967891755465,0.22061108232933138,0.03469704815977747,0.006214396685333278
CYS,15858,0,0,0,0,0,10,4,0,4,3756,5986,3568,1550,635,241,85,35,16,4,3733,5187,3672,1884,893,377,94,25,9,2,0.32875368006237715,0.11727183512672856,0.03140333660297334,0.1074582924382994,0.07163886162553293,0.004416094209793125,0.08783120706144106,0.1746810598540392,0.05937193326499647,0.017173699704751043
CYS,15508,55,10,1,18,12,171,35,4,62,2753,5501,4139,2116,841,343,129,39,12,3,2548,4590,3985,2572,1315,547,187,74,37,21,0.29164420483602993,0.08733153638343226,0.03342318059119012,0.10188679244733763,0.08301886792005289,0.003234501347534528,0.09757412398395826,0.25606469001315013,0.038814016170414335,0.007008086252991478
CYS,15618,3,0,0,0,1,184,20,2,48,4384,6190,3220,1278,502,200,70,18,10,4,2351,4595,4126,2497,1336,636,222,70,38,5,0.34447821680119156,0.12056737588041705,0.04508611955192066,0.10486322187918626,0.07345491387672468,0.005065856129429288,0.07649442755438224,0.16869300910999527,0.047112462003692374,0.014184397162402006
CYS,15015,68,16,7,16,30,485,67,13,159,5065,6678,2943,838,241,80,22,4,3,2,1993,3704,3747,2917,1879,938,450,180,52,16,0.3335043611937658,0.08465879937995593,0.040020523343251894,0.12057465366236148,0.09235505386904283,0.005130836326057936,0.07644946125826324,0.18727552590111465,0.047203694199733005,0.012827090815144838
CYS,14865,20,0,0,0,2,503,226,0,260,4917,6421,3087,1015,281,96,30,19,8,2,2218,4686,4183,2568,1412,540,190,52,20,7,0.2493660185757087,0.13778529161979836,0.01944209636352983,0.0989010988927387,0.06846999154112679,0.023668639051253704,0.11496196110608943,0.25697379541361165,0.022823330513708932,0.007607776837902977
CYS,14198,207,41,32,21,14,650,357,0,356,4343,5964,3396,1459,518,140,40,11,2,3,2938,5175,3926,2272,1024,367,124,42,5,3,0.2905500705013716,0.11988716501270189,0.014104372354435516,0.1078984485114317,0.1368124118380245,0.025387870237983928,0.06558533144812514,0.2157968970228634,0.016220028207600844,0.007757404794939534
CYS,14361,420,46,18,43,25,608,114,5,236,15818,18,9,7,3,6,2,5,3,5,6426,5608,2361,958,334,122,36,17,7,7,0.31612090678110066,0.09005037782808246,0.014483627203118158,0.06486146095309436,0.1486146095624298,0.023929471031238696,0.05793450881247263,0.2216624684998953,0.0491183879062268,0.013224181359368753
CYS,13770,368,30,8,97,47,807,347,13,389,4963,5822,3173,1183,449,188,64,21,6,7,3616,3992,3360,2583,1349,574,279,98,20,5,0.34886817574241885,0.10852197069850053,0.021970705724236303,0.05259653794589903,0.17243675098718797,0.0226364846855768,0.06990679094075188,0.17310252994852846,0.019307589878874327,0.010652463381447905
CYS,14378,312,97,59,78,31,520,161,10,230,3681,5967,3704,1684,616,161,47,11,2,3,3848,4195,3241,2164,1307,678,270,124,38,11,0.3123268697844649,0.1156509695210768,0.030470914125313647,0.09833795013169404,0.13227146813488425,0.026315789471861785,0.04916897506584702,0.2126038781016202,0.014542936287081514,0.008310249306903722
CYS,15423,10,0,0,5,7,269,51,5,106,2645,4891,4396,2415,1022,357,110,30,7,3,2318,4868,3662,2484,1349,713,315,130,27,10,0.26241134749911976,0.17943262410074945,0.030496453898546348,0.10354609928343644,0.0879432624051104,0.024822695033700517,0.08368794325647602,0.2021276595601328,0.014184397162114582,0.011347517729691664
CYS,15659,0,0,0,0,0,125,37,0,55,3746,6108,3709,1587,469,175,63,11,6,2,2272,4991,3691,2525,1333,647,283,115,16,3,0.25107604015415524,0.1477761836335885,0.030846484933224783,0.13845050214214846,0.07317073170206809,0.02223816355651089,0.10114777617638825,0.20444763269695496,0.020803443327058576,0.010043041606166208
CYS,15129,28,0,0,4,8,399,127,3,178,3325,5402,4257,2015,667,155,43,9,1,2,2440,4883,4092,2317,1291,531,217,72,28,5,0.2617037605324863,0.13123561012039633,0.029930928623950043,0.09900230237152706,0.10437452032967194,0.03146584804056286,0.09593246353830141,0.21488871832579517,0.020721412124273107,0.01074443591628976
CYS,14863,158,54,32,61,29,408,93,13,165,2917,5289,4230,2187,880,242,93,23,9,6,4307,5631,3343,1644,618,227,72,22,8,4,0.24983164981482614,0.13535353534442063,0.02154882154737045,0.07811447810921787,0.11245791245033952,0.020202020200659795,0.05791245790855808,0.29831649829640966,0.018181818180593817,0.008080808080263919
CYS,15696,19,48,45,41,3,18,2,0,4,15546,212,77,22,1,2,3,0,2,11,13540,2037,152,21,16,50,27,20,4,9,0.24064171121386083,0.1677807486518863,0.019385026736672122,0.10828877004623738,0.08489304812266757,0.020053475934488404,0.06082887700128149,0.26270053474179805,0.019385026736672122,0.01604278074759072
CYS,15132,191,72,72,46,21,230,27,1,84,15550,182,89,30,8,2,2,0,2,11,13104,2349,258,39,7,29,32,27,19,12,0.25457991154424636,0.12886923562041255,0.018951358179472435,0.09475679089736216,0.11749842071272909,0.02590018951194566,0.058117498417048795,0.24384080857587864,0.039797852176892114,0.017687934300840938
CYS,15374,0,0,0,0,0,278,109,0,115,3214,5273,3943,2055,868,332,127,50,10,4,2098,4254,4345,2514,1493,747,264,111,42,8,0.2586206896373365,0.09379310344180737,0.008275862068394767,0.09034482757997621,0.12482758619828775,0.013103448274958383,0.08137931033921522,0.2924137930832818,0.025517241377550532,0.011724137930225921
CYS,14847,35,5,0,9,2,583,139,0,256,3023,3971,3873,2625,1374,626,271,81,24,8,2089,4609,3786,3104,1467,555,176,65,20,5,0.22691705788521774,0.17136150233400926,0.02112676056172717,0.07120500781915454,0.08450704224690868,0.028169014082302893,0.10093896712825202,0.2746478873024532,0.011737089200959538,0.009389671360767632
CYS,13786,175,5,0,4,5,799,636,0,466,13680,1941,96,71,31,21,14,15,4,3,6099,6409,2120,687,182,108,99,97,57,18,0.3086003372421079,0.11298482292470616,0.022765598649007956,0.08010118043169467,0.16610455310572472,0.015177065766005306,0.0750421585096929,0.18212478919206365,0.029510961211676984,0.007588532883002653
CYS,15480,0,0,0,0,0,257,47,0,92,3439,4760,3994,2178,966,355,139,33,8,4,1810,5355,4260,2681,1153,430,134,31,13,9,0.20476190474797537,0.12380952380110138,0.023809523807904114,0.10476190475477809,0.09863945577560275,0.025170068025498635,0.08435374149086028,0.310884353720348,0.014965986393539727,0.008843537414364385
CYS,14447,249,80,37,81,29,539,165,10,239,2578,3958,4124,2734,1502,633,261,58,19,9,3885,5923,3379,1632,673,258,86,29,9,2,0.3254817986919713,0.1399000713676017,0.03925767308784742,0.07351891505542334,0.10635260527435027,0.02355460385270845,0.07851534617569483,0.18486795145004511,0.01855817273243696,0.009992862240542978
CYS,15551,58,20,11,18,7,130,28,1,52,3115,5269,4173,2128,835,246,68,35,5,2,3992,6358,3318,1419,556,161,57,7,4,4,0.23518041235598064,0.152706185557171,0.025128865977762316,0.09149484535492945,0.07409793813955554,0.01868556700910531,0.059278350511644436,0.31765463915479025,0.01675257731850821,0.009020618556119806
CYS,4243,4691,3626,2285,641,291,53,29,13,4,2774,4772,4142,2415,1137,405,143,63,18,7,4223,5852,3504,1406,552,210,86,31,10,2,0.23429319370194415,0.1472513088908867,0.023560209422541868,0.12369109946834482,0.1112565444953366,0.019633507852118225,0.057591623032880124,0.2630890052183842,0.010471204187796387,0.009162303664321839
CYS,4034,5093,3623,2051,705,265,70,17,13,5,3353,5887,4073,1764,578,156,50,10,1,4,5760,6422,2423,806,265,114,51,28,6,1,0.27130197680495555,0.09884117245406672,0.014314928424382076,0.08452624402968464,0.10088616222897845,0.012269938649470352,0.06271301976395957,0.32719836398587604,0.014314928424382076,0.013633265166078167
CYS,15630,0,0,0,0,0,137,35,0,74,4582,6326,3233,1156,392,121,41,15,8,2,2317,4810,3965,2528,1240,617,249,98,33,19,0.23222748813593583,0.10765064318837841,0.023019634392483435,0.12931618144012755,0.07989167230332486,0.025050778603584914,0.08327691265516067,0.2931618144689802,0.018957345970280478,0.007447528774038759
CYS,14822,64,6,4,26,17,507,176,2,252,4099,5896,3388,1550,580,246,80,24,6,7,2489,4235,3742,2665,1457,785,325,135,37,6,0.25770308121444657,0.14285714284713885,0.013305322127919794,0.10294117646337947,0.1540616246390713,0.011904761903928238,0.07492997198354831,0.21498599438270405,0.018907563023886024,0.008403361343949345
CYS,14113,408,90,54,69,34,633,194,13,268,2963,5043,4106,2307,1028,322,78,18,7,4,4316,4986,3462,1893,791,295,99,23,7,4,0.3064066852154313,0.12256267408617251,0.022980501391157346,0.06894150417347204,0.12395543174624266,0.027158774371367773,0.06545961002329669,0.2430362116822398,0.012534818940631279,0.006963788300350711
CYS,15665,22,18,41,43,57,10,14,2,4,14667,936,121,64,46,25,10,0,2,5,12988,2459,271,38,24,27,39,9,9,12,0.26281635300046613,0.1946787800003453,0.026606099933380523,0.09020116806682665,0.06359506813344613,0.020116807266702348,0.05840363400010359,0.24724205060043852,0.0220635950667058,0.014276443866691989
CYS,15637,9,3,4,7,6,124,23,3,60,3642,6103,3976,1543,444,121,35,9,1,2,2223,4837,4184,2581,1218,519,215,79,15,5,0.2155763239741074,0.13644859812233964,0.014330218067642977,0.10529595014920273,0.11464174454114381,0.024299065419046785,0.05856697818949738,0.3071651090151299,0.014330218067642977,0.009345794391941071
CYS,14631,289,24,4,75,38,453,153,14,195,4533,5871,3501,1339,395,147,58,19,6,7,2828,5061,3642,2122,1241,565,255,109,42,11,0.2955665024448543,0.1182266009779417,0.025246305417164636,0.07635467979825401,0.15825123151734904,0.029556650244485425,0.08251231526585515,0.1841133004812738,0.018472906402803392,0.011699507388442148
CYS,15176,0,0,0,0,0,299,221,0,180,5208,6325,2857,1023,318,86,36,17,4,2,4402,6529,3200,1237,407,82,15,3,0,1,0.20373952287532304,0.11154094132098381,0.015473887813315674,0.10831721469320972,0.07930367504324283,0.014184397162206035,0.08768536427545548,0.3546099290551509,0.018697614441089774,0.006447453255548198
CYS,14842,81,1,0,6,4,509,187,0,246,3193,5287,4105,2084,827,258,83,30,5,4,3386,5417,3975,1793,802,307,117,55,21,3,0.2385938668482727,0.1540762901904206,0.01944652206286862,0.08825729243917298,0.10022438293939982,0.022438294687925332,0.09274495137675803,0.2543006731298204,0.024682124156717864,0.005235602093849244
CYS,15123,90,23,11,27,8,329,104,1,160,2795,4256,4014,2600,1301,575,234,68,24,9,3324,6166,3511,1756,748,255,81,25,8,2,0.2545061283161856,0.1499639509625116,0.03244412400631261,0.10454217735367395,0.0850757029498864,0.03244412400631261,0.08651766401683361,0.22855082911113547,0.014419610669472269,0.011535688535577815
CYS,15320,17,0,0,5,9,334,48,5,138,3556,5710,3922,1749,618,212,73,23,6,7,2932,4933,3747,2222,1164,581,197,72,25,3,0.235488126633543,0.16226912927689516,0.01978891820449941,0.100923482842947,0.13126649075651275,0.01978891820449941,0.09762532980886376,0.20844327175406047,0.012532981529516294,0.011873350922699647
CYS,15848,0,0,0,0,0,14,4,0,10,4000,6212,3737,1376,402,116,25,5,1,2,3605,5349,3530,1824,850,378,216,86,34,4,0.2289227166142317,0.11416861826029458,0.015807962528348478,0.0889929742336655,0.07611241217352971,0.022248243558416377,0.07494145198624465,0.34894613581095163,0.016978922715633553,0.012880562060135797
CYS,15213,5,0,0,0,2,370,108,0,178,4924,6535,3042,966,253,100,30,16,8,2,1999,4373,4129,2760,1612,634,252,84,28,5,0.28547717839954545,0.1195020746788795,0.029875518669719874,0.1087136929370362,0.08796680497195296,0.027385892113909883,0.09128630704636627,0.2174273858740724,0.019917012446479913,0.012448132779049947
CYS,13925,449,63,33,37,21,725,284,4,335,3121,4095,3949,2421,1351,595,265,66,9,4,3731,5053,3763,2029,830,343,88,28,8,3,0.32558139532589275,0.11275546158472477,0.016208597602804187,0.06835799858573939,0.12121212120357913,0.02466525722165854,0.053558844252744264,0.25369978856563075,0.013389711063186066,0.010570824523567947
CYS,15771,0,0,0,0,0,73,9,0,23,3516,5114,3918,1977,877,291,124,41,12,6,4152,5949,3481,1415,549,204,83,33,8,2,0.219215155600865,0.12922868740668275,0.0236806495247848,0.15087956697220029,0.10757780784116523,0.030446549389009026,0.0683355886286647,0.24966170498987403,0.010148849796336342,0.010825439782758765
CYS,14198,456,32,4,98,43,557,238,12,238,4059,5136,3578,1834,845,267,110,31,11,5,5057,4752,3281,1463,748,346,153,48,22,6,0.3335294117450865,0.11941176469885813,0.032352941174567475,0.05705882352605536,0.16764705881366782,0.031176470586401384,0.04823529411480969,0.18588235293024222,0.019411764704740483,0.005294117646747405
CYS,15848,0,0,0,0,0,17,3,0,8,3536,5777,3830,1647,640,292,117,20,12,5,2744,5516,4023,2075,845,414,160,61,27,11,0.24895977806872677,0.1074895977734057,0.02357836338255351,0.1331484049838316,0.09223300970234168,0.02912621359021316,0.08807212204659694,0.24618585296489695,0.02357836338255351,0.007628294035532018
CYS,14635,326,44,21,37,22,489,102,5,195,2901,4896,4164,2323,1059,371,118,29,9,6,3765,5066,3841,1899,801,299,128,58,11,8,0.2778139232089906,0.1249186727309747,0.01821730643993381,0.0865322055896856,0.13337670786380112,0.024723487311338745,0.0676642810626113,0.22706571241203216,0.029277813921322195,0.010409889394247892
CYS,14888,231,91,40,137,54,268,57,28,82,4339,5391,3512,1540,645,254,129,39,18,9,7812,4541,1434,933,582,361,153,43,12,5,0.2735452909254022,0.11097780443245484,0.03299340131775684,0.09898020395327053,0.1259748050314352,0.03359328134171606,0.07138572285114662,0.2225554888888689,0.019196160766694892,0.010797840431265877
CYS,14708,322,204,43,252,61,193,42,9,42,7160,5288,2043,782,332,162,68,21,15,5,10560,3476,1040,483,218,65,20,8,3,3,0.4126760563089665,0.09929577464089466,0.030281690138712555,0.051408450700605034,0.14929577463737354,0.032394366194901804,0.042253521123784964,0.12746478872341796,0.0366197183072803,0.01830985915364015
CYS,15850,0,0,0,0,0,16,8,0,2,4799,6029,3146,1235,438,143,46,23,12,5,4864,5429,2650,1305,879,421,201,104,19,4,0.2667922159280105,0.12241054613167542,0.026365348397591627,0.13810420589214661,0.07972379158319373,0.009416195856282724,0.08851224104905761,0.22975517889329847,0.026993094788010475,0.011927181417958118
CYS,14644,287,13,3,35,11,448,193,0,242,4901,6321,2934,1122,415,127,40,11,2,3,5056,5244,2991,1637,675,198,57,12,3,3,0.33669609077322216,0.1437578814537353,0.016393442621917186,0.06305170239198916,0.15699873895605304,0.035308953339513935,0.056116015128870364,0.15132408574077402,0.02585119798071556,0.01450189155015751
CYS,15311,137,60,24,77,28,145,41,10,43,5545,5414,2695,1269,554,251,100,34,10,4,8124,4545,1516,762,490,270,110,49,6,4,0.33861386136378785,0.09042904289832152,0.03300330032785457,0.14719471946223137,0.0990099009835637,0.022442244222941103,0.07458745874095132,0.16435643563271574,0.01980198019671274,0.01056105610491346
CYS,14763,122,32,6,30,13,519,149,6,236,2893,3891,4077,2741,1373,595,241,48,15,2,2575,5228,3732,2567,1125,426,149,54,15,5,0.2538181817997223,0.19199999998603634,0.027636363634353716,0.07927272726696198,0.11709090908239338,0.03272727272489256,0.09381818181135868,0.1869090908954975,0.011636363635517354,0.005090909090538842
CYS,14864,241,40,9,51,16,365,106,6,178,4331,6097,3429,1359,469,135,40,11,2,3,3294,4691,3653,2307,1004,556,257,86,21,7,0.26804123709613137,0.1610824742164251,0.022551546390299514,0.07538659793328695,0.12242268040448306,0.032216494843285017,0.07087628865522703,0.22100515462493522,0.01739690721537391,0.009020618556119806
CYS,14199,487,197,60,298,92,345,71,33,94,7008,4753,2644,982,329,105,41,10,2,2,10312,3734,863,343,223,243,104,37,12,5,0.32144846794866583,0.12033426183173625,0.03454038997022059,0.057381615595689044,0.1565459609940643,0.06740947074833373,0.04568245125093691,0.1637883008265299,0.018941504177217742,0.013927576600895398
CYS,13713,600,319,76,542,100,360,58,25,83,9912,4088,1194,363,149,97,46,15,6,6,13655,1681,376,80,36,22,13,7,3,3,0.3874560374919428,0.11078546306501844,0.02461899179222632,0.03692848768833948,0.20867526376268022,0.06916764360673108,0.03751465415958296,0.07796014067538334,0.02989449003341767,0.01699882766606103
CYS,15782,8,0,0,1,4,39,20,3,19,2942,5012,3831,2201,1064,495,228,61,29,13,6838,5036,1694,1067,632,367,170,46,18,8,0.24807121660248835,0.10267062313930737,0.028486646882582393,0.11454005934038337,0.09673590503876937,0.021364985161936797,0.07893175073715539,0.27715133529512453,0.023738872402151993,0.008308605340753198
CYS,14868,264,135,36,182,61,207,55,15,53,7364,5113,2012,814,327,143,72,24,5,2,9802,3337,1086,814,510,218,87,16,5,1,0.38955539870221906,0.11079745941349346,0.03599153140183546,0.07762879321964511,0.11432604092347734,0.03740296400582901,0.03810868030782578,0.15878616794927408,0.021877205361899986,0.015525758643929022
